klub,faza,sezona,st_tekme,zmaga,kje,nasprotnik,rezultat
MAL,Top 16,2005,2,L,doma,Winterthur FC Barcelona,68 - 71
MAL,Top 16,2005,3,W,v gosteh,Zalgiris,66 - 79
MAL,Top 16,2005,4,L,doma,Olympiacos,75 - 87
MAL,Top 16,2005,5,W,doma,Zalgiris,68 - 64
MAL,Top 16,2005,6,W,v gosteh,Winterthur FC Barcelona,60 - 73
MAL,Regular Season,2006,1,L,v gosteh,Maccabi Elite,106 - 101
MAL,Regular Season,2006,2,L,doma,DKV Joventut,66 - 68
MAL,Regular Season,2006,3,L,v gosteh,Cibona,87 - 83
MAL,Regular Season,2006,4,W,doma,Union Olimpija,62 - 55
MAL,Regular Season,2006,5,L,v gosteh,Panathinaikos,87 - 72
MAL,Regular Season,2006,6,W,v gosteh,Lottomatica Roma,65 - 71
MAL,Regular Season,2006,7,W,doma,Partizan,66 - 58
MAL,Regular Season,2006,8,L,doma,Maccabi Elite,67 - 83
MAL,Regular Season,2006,9,L,v gosteh,DKV Joventut,105 - 52
MAL,Regular Season,2006,10,W,doma,Cibona,73 - 67
MAL,Regular Season,2006,11,L,v gosteh,Union Olimpija,87 - 59
MAL,Regular Season,2006,12,W,doma,Panathinaikos,67 - 61
MAL,Regular Season,2006,13,W,doma,Lottomatica Roma,68 - 66
MAL,Regular Season,2006,14,W,v gosteh,Partizan,90 - 94
MAL,Top 16,2006,1,W,doma,Benetton Basket,75 - 61
MAL,Top 16,2006,2,W,doma,Aris TT Bank,76 - 74
MAL,Top 16,2006,3,L,v gosteh,Dynamo Moscow,86 - 80
MAL,Top 16,2006,4,W,v gosteh,Benetton Basket,76 - 79
MAL,Top 16,2006,5,W,doma,Dynamo Moscow,73 - 62
MAL,Top 16,2006,6,L,v gosteh,Aris TT Bank,83 - 65
MAL,Playoffs,2006,1,W,doma,Winterthur FC Barcelona,91 - 75
MAL,Playoffs,2006,2,L,v gosteh,Winterthur FC Barcelona,80 - 58
MAL,Playoffs,2006,3,W,doma,Winterthur FC Barcelona,67 - 64
MAL,Final Four,2006,1,L,v gosteh,CSKA Moscow,62 - 50
MAL,Final Four,2006,2,W,v gosteh,Tau Ceramica,74 - 76
MAL,Regular Season,2007,1,L,v gosteh,Aris TT Bank,87 - 83
MAL,Regular Season,2007,2,W,doma,Cibona,102 - 64
MAL,Regular Season,2007,3,W,v gosteh,AJ Milano,65 - 74
MAL,Regular Season,2007,4,W,doma,Maccabi Elite,93 - 70
MAL,Regular Season,2007,5,W,v gosteh,Le Mans,74 - 83
MAL,Regular Season,2007,6,W,doma,Lietuvos Rytas,71 - 69
MAL,Regular Season,2007,7,L,v gosteh,Efes Pilsen,91 - 75
MAL,Regular Season,2007,8,W,doma,Aris TT Bank,73 - 52
MAL,Regular Season,2007,9,W,v gosteh,Cibona,62 - 76
MAL,Regular Season,2007,10,W,doma,AJ Milano,89 - 70
MAL,Regular Season,2007,11,L,v gosteh,Maccabi Elite,87 - 68
MAL,Regular Season,2007,12,W,doma,Le Mans,87 - 68
MAL,Regular Season,2007,13,L,v gosteh,Lietuvos Rytas,71 - 63
MAL,Regular Season,2007,14,W,doma,Efes Pilsen,87 - 77
MAL,Top 16,2007,1,L,v gosteh,AXA FC Barcelona,64 - 62
MAL,Top 16,2007,2,L,v gosteh,Lottomatica Roma,75 - 67
MAL,Top 16,2007,3,W,doma,CSKA Moscow,72 - 67
MAL,Top 16,2007,4,W,doma,AXA FC Barcelona,62 - 61
MAL,Top 16,2007,5,L,v gosteh,CSKA Moscow,93 - 70
MAL,Top 16,2007,6,W,doma,Lottomatica Roma,79 - 58
MAL,Regular Season,2008,1,W,doma,Le Mans,84 - 79
MAL,Regular Season,2008,2,L,v gosteh,Olympiacos,83 - 72
MAL,Regular Season,2008,3,L,v gosteh,Air Avellino,72 - 70
MAL,Regular Season,2008,4,W,doma,Cibona,77 - 67
MAL,Regular Season,2008,5,W,v gosteh,Maccabi Electra,73 - 80
MAL,Regular Season,2008,6,W,v gosteh,Le Mans,55 - 87
MAL,Regular Season,2008,7,W,doma,Olympiacos,60 - 56
MAL,Regular Season,2008,8,W,doma,Air Avellino,72 - 68
MAL,Regular Season,2008,9,W,v gosteh,Cibona,76 - 77
MAL,Regular Season,2008,10,W,doma,Maccabi Electra,92 - 69
MAL,Top 16,2008,1,W,v gosteh,Lottomatica Roma,75 - 88
MAL,Top 16,2008,2,L,doma,Panathinaikos,69 - 81
MAL,Top 16,2008,3,L,v gosteh,Partizan,60 - 59
MAL,Top 16,2008,4,L,doma,Partizan,74 - 78
MAL,Top 16,2008,5,W,doma,Lottomatica Roma,99 - 64
MAL,Top 16,2008,6,L,v gosteh,Panathinaikos,103 - 95
MAL,Regular Season,2009,1,W,v gosteh,Partizan,64 - 72
MAL,Regular Season,2009,2,W,doma,Olympiacos,86 - 68
MAL,Regular Season,2009,3,W,doma,Efes Pilsen,93 - 88
MAL,Regular Season,2009,4,W,v gosteh,Entente Orleanaise,74 - 86
MAL,Regular Season,2009,5,W,doma,Lietuvos Rytas,91 - 84
MAL,Regular Season,2009,6,L,doma,Partizan,64 - 72
MAL,Regular Season,2009,7,L,v gosteh,Olympiacos,89 - 68
MAL,Regular Season,2009,8,W,v gosteh,Efes Pilsen,77 - 79
MAL,Regular Season,2009,9,L,doma,Entente Orleanaise,72 - 88
MAL,Regular Season,2009,10,W,v gosteh,Lietuvos Rytas,71 - 73
MAL,Top 16,2009,1,L,v gosteh,CSKA Moscow,86 - 78
MAL,Top 16,2009,2,L,doma,Asseco Prokom,50 - 70
MAL,Top 16,2009,3,W,doma,Zalgiris Kaunas,86 - 68
MAL,Top 16,2009,4,L,v gosteh,Zalgiris Kaunas,89 - 84
MAL,Top 16,2009,5,L,doma,CSKA Moscow,70 - 76
MAL,Top 16,2009,6,W,v gosteh,Asseco Prokom,63 - 82
MAL,Regular Season,2010,1,W,doma,Spirou Charleroi,84 - 73
MAL,Regular Season,2010,2,L,v gosteh,Real Madrid,68 - 56
MAL,Regular Season,2010,3,L,v gosteh,Olympiacos Piraeus,93 - 66
MAL,Regular Season,2010,4,W,doma,Lottomatica Roma,104 - 83
MAL,Regular Season,2010,5,W,v gosteh,Brose Baskets Bamberg,65 - 69
MAL,Regular Season,2010,6,L,v gosteh,Spirou Charleroi,79 - 74
MAL,Regular Season,2010,7,W,doma,Real Madrid,75 - 71
MAL,Regular Season,2010,8,W,doma,Olympiacos Piraeus,76 - 74
MAL,Regular Season,2010,9,L,v gosteh,Lottomatica Roma,81 - 75
MAL,Regular Season,2010,10,L,doma,Brose Baskets Bamberg,70 - 72
MAL,Top 16,2010,1,L,doma,Caja Laboral Vitoria,71 - 76
MAL,Top 16,2010,2,L,v gosteh,Panathinaikos Athens,82 - 56
MAL,Top 16,2010,3,W,doma,Lietuvos Rytas Vilnius,98 - 91
MAL,Top 16,2010,4,L,v gosteh,Lietuvos Rytas Vilnius,70 - 65
MAL,Top 16,2010,5,L,v gosteh,Caja Laboral Vitoria,78 - 63
MAL,Top 16,2010,6,L,doma,Panathinaikos Athens,61 - 77
MAL,Regular Season,2011,1,L,v gosteh,Panathinaikos Athens,98 - 77
MAL,Regular Season,2011,2,W,doma,Zalgiris Kaunas,85 - 78
MAL,Regular Season,2011,3,W,v gosteh,Brose Baskets,78 - 79
MAL,Regular Season,2011,4,W,doma,KK Zagreb,99 - 85
MAL,Regular Season,2011,5,L,v gosteh,CSKA Moscow,77 - 66
MAL,Regular Season,2011,6,L,doma,Panathinaikos Athens,76 - 77
MAL,Regular Season,2011,7,L,v gosteh,Zalgiris Kaunas,67 - 65
MAL,Regular Season,2011,8,L,doma,Brose Baskets,79 - 90
MAL,Regular Season,2011,9,W,v gosteh,KK Zagreb,67 - 82
MAL,Regular Season,2011,10,L,doma,CSKA Moscow,83 - 91
MAL,Top 16,2011,1,L,doma,Real Madrid,80 - 81
MAL,Top 16,2011,2,L,v gosteh,Gescrap Bilbao Basket,85 - 70
MAL,Top 16,2011,3,L,doma,Montepaschi Siena,68 - 91
MAL,Top 16,2011,4,L,v gosteh,Montepaschi Siena,84 - 69
MAL,Top 16,2011,5,L,v gosteh,Real Madrid,86 - 65
MAL,Top 16,2011,6,L,doma,Gescrap Bilbao Basket,55 - 59
MAL,Regular Season,2012,1,L,doma,Maccabi Electra Tel Aviv,80 - 85
MAL,Regular Season,2012,2,W,v gosteh,Asseco Prokom Gdynia,75 - 77
MAL,Regular Season,2012,3,W,doma,Montepaschi Siena,91 - 89
MAL,Regular Season,2012,4,W,doma,Alba Berlin,67 - 62
MAL,Regular Season,2012,5,W,v gosteh,Elan Chalon-Sur-Saone,78 - 88
MAL,Regular Season,2012,6,W,v gosteh,Maccabi Electra Tel Aviv,62 - 64
MAL,Regular Season,2012,7,W,doma,Asseco Prokom Gdynia,63 - 48
MAL,Regular Season,2012,8,L,v gosteh,Montepaschi Siena,91 - 72
MAL,Regular Season,2012,9,W,v gosteh,Alba Berlin,63 - 74
MAL,Regular Season,2012,10,W,doma,Elan Chalon-Sur-Saone,86 - 62
MAL,Top 16,2012,1,W,doma,Brose Baskets Bamberg,85 - 82
MAL,Top 16,2012,2,L,v gosteh,Zalgiris Kaunas,75 - 63
MAL,Top 16,2012,3,L,v gosteh,Panathinaikos Athens,78 - 73
MAL,Top 16,2012,4,L,doma,Real Madrid,64 - 72
MAL,Top 16,2012,5,W,v gosteh,CSKA Moscow,81 - 94
MAL,Top 16,2012,6,L,doma,Anadolu Efes Istanbul,73 - 78
MAL,Top 16,2012,7,W,v gosteh,Alba Berlin,65 - 67
MAL,Top 16,2012,8,W,v gosteh,Brose Baskets Bamberg,65 - 68
MAL,Top 16,2012,9,L,doma,Zalgiris Kaunas,67 - 83
MAL,Top 16,2012,10,W,doma,Panathinaikos Athens,66 - 60
MAL,Top 16,2012,11,W,v gosteh,Real Madrid,74 - 77
MAL,Top 16,2012,12,L,doma,CSKA Moscow,66 - 70
MAL,Top 16,2012,13,W,v gosteh,Anadolu Efes Istanbul,64 - 70
MAL,Top 16,2012,14,L,doma,Alba Berlin,55 - 68
MAL,Regular Season,2013,1,L,v gosteh,Olympiacos Piraeus,69 - 61
MAL,Regular Season,2013,2,W,doma,Stelmet Zielona Gora,101 - 68
MAL,Regular Season,2013,3,W,doma,Galatasaray Liv Hospital Istanbul,84 - 57
MAL,Regular Season,2013,4,L,v gosteh,FC Bayern Munich,82 - 68
MAL,Regular Season,2013,5,L,doma,Montepaschi Siena,73 - 75
MAL,Regular Season,2013,6,L,doma,Olympiacos Piraeus,74 - 82
MAL,Regular Season,2013,7,W,v gosteh,Stelmet Zielona Gora,67 - 84
MAL,Regular Season,2013,8,L,v gosteh,Galatasaray Liv Hospital Istanbul,78 - 70
MAL,Regular Season,2013,9,W,doma,FC Bayern Munich,77 - 72
MAL,Regular Season,2013,10,W,v gosteh,Montepaschi Siena,62 - 64
MAL,Top 16,2013,1,L,doma,Laboral Kutxa Vitoria,79 - 93
MAL,Top 16,2013,2,W,v gosteh,Anadolu Efes Istanbul,72 - 74
MAL,Top 16,2013,3,W,doma,Fenerbahce Ulker Istanbul,89 - 75
MAL,Top 16,2013,4,L,v gosteh,FC Barcelona,83 - 79
MAL,Top 16,2013,5,L,v gosteh,Olympiacos Piraeus,73 - 55
MAL,Top 16,2013,6,W,doma,Panathinaikos Athens,87 - 71
MAL,Top 16,2013,7,L,v gosteh,EA7 Emporio Armani Milan,70 - 59
MAL,Top 16,2013,8,W,v gosteh,Laboral Kutxa Vitoria,71 - 81
MAL,Top 16,2013,9,W,doma,Anadolu Efes Istanbul,83 - 75
MAL,Top 16,2013,10,L,v gosteh,Fenerbahce Ulker Istanbul,69 - 67
MAL,Top 16,2013,11,L,doma,FC Barcelona,61 - 77
MAL,Top 16,2013,12,L,doma,Olympiacos Piraeus,63 - 80
MAL,Top 16,2013,13,L,v gosteh,Panathinaikos Athens,69 - 60
MAL,Top 16,2013,14,W,doma,EA7 Emporio Armani Milan,95 - 85
MAL,Regular Season,2014,1,W,v gosteh,Cedevita Zagreb,63 - 78
MAL,Regular Season,2014,2,W,doma,ALBA Berlin,87 - 84
MAL,Regular Season,2014,3,W,doma,Limoges CSP,75 - 69
MAL,Regular Season,2014,4,L,v gosteh,CSKA Moscow,95 - 85
MAL,Regular Season,2014,5,L,doma,Maccabi Electra Tel Aviv,66 - 70
MAL,Regular Season,2014,6,W,doma,Cedevita Zagreb,82 - 73
MAL,Regular Season,2014,7,L,v gosteh,ALBA Berlin,79 - 78
MAL,Regular Season,2014,8,L,v gosteh,Limoges CSP,67 - 64
MAL,Regular Season,2014,9,L,doma,CSKA Moscow,75 - 76
MAL,Regular Season,2014,10,L,v gosteh,Maccabi Electra Tel Aviv,81 - 73
MAL,Top 16,2014,1,L,doma,Olympiacos Piraeus,61 - 69
MAL,Top 16,2014,2,L,v gosteh,Anadolu Efes Istanbul,74 - 70
MAL,Top 16,2014,3,L,doma,EA7 Emporio Armani Milan,77 - 84
MAL,Top 16,2014,4,L,v gosteh,CSKA Moscow,101 - 74
MAL,Top 16,2014,5,L,doma,Fenerbahce Ulker Istanbul,60 - 68
MAL,Top 16,2014,6,W,doma,Nizhny Novgorod,85 - 76
MAL,Top 16,2014,7,L,v gosteh,Laboral Kutxa Vitoria,79 - 74
MAL,Top 16,2014,8,L,v gosteh,Olympiacos Piraeus,77 - 72
MAL,Top 16,2014,9,W,doma,Anadolu Efes Istanbul,93 - 90
MAL,Top 16,2014,10,L,v gosteh,EA7 Emporio Armani Milan,90 - 86
MAL,Top 16,2014,11,L,doma,CSKA Moscow,77 - 95
MAL,Top 16,2014,12,L,v gosteh,Fenerbahce Ulker Istanbul,78 - 63
MAL,Top 16,2014,13,W,v gosteh,Nizhny Novgorod,75 - 94
MAL,Top 16,2014,14,W,doma,Laboral Kutxa Vitoria,93 - 84
MAL,Regular Season,2015,1,W,doma,Brose Baskets Bamberg,76 - 71
MAL,Regular Season,2015,2,W,v gosteh,Maccabi FOX Tel Aviv,82 - 93
MAL,Regular Season,2015,3,W,doma,Darussafaka Dogus Istanbul,81 - 69
MAL,Regular Season,2015,4,W,doma,Dinamo Banco di Sardegna Sassari,80 - 62
MAL,Regular Season,2015,5,W,v gosteh,CSKA Moscow,78 - 86
MAL,Regular Season,2015,6,L,v gosteh,Brose Baskets Bamberg,73 - 53
MAL,Regular Season,2015,7,W,doma,Maccabi FOX Tel Aviv,82 - 68
MAL,Regular Season,2015,8,L,v gosteh,Darussafaka Dogus Istanbul,63 - 57
MAL,Regular Season,2015,9,W,v gosteh,Dinamo Banco di Sardegna Sassari,65 - 77
MAL,Regular Season,2015,10,L,doma,CSKA Moscow,76 - 88
MAL,Top 16,2015,1,W,doma,Darussafaka Dogus Istanbul,70 - 62
MAL,Top 16,2015,2,L,v gosteh,Panathinaikos Athens,68 - 66
MAL,Top 16,2015,3,W,doma,Cedevita Zagreb,90 - 67
MAL,Top 16,2015,4,L,v gosteh,Crvena Zvezda Telekom Belgrade,87 - 73
MAL,Top 16,2015,5,L,doma,Anadolu Efes Istanbul,75 - 85
MAL,Top 16,2015,6,L,doma,Lokomotiv Kuban Krasnodar,64 - 82
MAL,Top 16,2015,7,L,v gosteh,Fenerbahce Istanbul,80 - 59
MAL,Top 16,2015,8,L,v gosteh,Darussafaka Dogus Istanbul,78 - 55
MAL,Top 16,2015,9,L,doma,Panathinaikos Athens,58 - 76
MAL,Top 16,2015,10,W,v gosteh,Cedevita Zagreb,78 - 91
MAL,Top 16,2015,11,L,doma,Crvena Zvezda Telekom Belgrade,72 - 78
MAL,Top 16,2015,12,L,v gosteh,Anadolu Efes Istanbul,87 - 67
MAL,Top 16,2015,13,L,v gosteh,Lokomotiv Kuban Krasnodar,81 - 60
MAL,Top 16,2015,14,W,doma,Fenerbahce Istanbul,71 - 67
MAL,Regular Season,2017,1,W,doma,Fenerbahce Dogus Istanbul,68 - 67
MAL,Regular Season,2017,2,L,v gosteh,Olympiacos Piraeus,80 - 75
MAL,Regular Season,2017,3,L,doma,Brose Bamberg,76 - 80
MAL,Regular Season,2017,4,L,v gosteh,Valencia Basket,91 - 53
MAL,Regular Season,2017,5,W,v gosteh,Anadolu Efes Istanbul,74 - 79
MAL,Regular Season,2017,6,W,doma,Crvena Zvezda mts Belgrade,79 - 65
MAL,Regular Season,2017,7,L,doma,Zalgiris Kaunas,83 - 85
MAL,Regular Season,2017,8,L,v gosteh,Real Madrid,89 - 57
MAL,Regular Season,2017,9,L,doma,CSKA Moscow,80 - 89
MAL,Regular Season,2017,10,L,v gosteh,Panathinaikos Superfoods Athens,82 - 71
MAL,Regular Season,2017,11,L,v gosteh,KIROLBET Baskonia Vitoria Gasteiz,88 - 82
MAL,Regular Season,2017,12,W,doma,Khimki Moscow Region,93 - 84
MAL,Regular Season,2017,13,W,v gosteh,FC Barcelona Lassa,83 - 90
MAL,Regular Season,2017,14,W,doma,AX Armani Exchange Olimpia Milan,74 - 71
MAL,Regular Season,2017,15,W,v gosteh,Maccabi FOX Tel Aviv,78 - 89
MAL,Regular Season,2017,16,L,doma,Valencia Basket,83 - 85
MAL,Regular Season,2017,17,L,v gosteh,Zalgiris Kaunas,79 - 77
MAL,Regular Season,2017,18,L,v gosteh,AX Armani Exchange Olimpia Milan,101 - 87
MAL,Regular Season,2017,19,W,doma,Real Madrid,80 - 75
MAL,Regular Season,2017,20,L,doma,KIROLBET Baskonia Vitoria Gasteiz,83 - 85
MAL,Regular Season,2017,21,L,v gosteh,Khimki Moscow Region,68 - 66
MAL,Regular Season,2017,22,W,doma,Anadolu Efes Istanbul,79 - 68
MAL,Regular Season,2017,23,W,doma,Maccabi FOX Tel Aviv,83 - 69
MAL,Regular Season,2017,24,L,v gosteh,Crvena Zvezda mts Belgrade,80 - 76
MAL,Regular Season,2017,25,L,v gosteh,CSKA Moscow,101 - 76
MAL,Regular Season,2017,26,L,doma,Panathinaikos Superfoods Athens,79 - 90
MAL,Regular Season,2017,27,W,doma,FC Barcelona Lassa,95 - 91
MAL,Regular Season,2017,28,L,v gosteh,Brose Bamberg,93 - 88
MAL,Regular Season,2017,29,W,doma,Olympiacos Piraeus,87 - 85
MAL,Regular Season,2017,30,W,v gosteh,Fenerbahce Dogus Istanbul,91 - 99
MAR,Regular Season,2009,1,L,doma,CSKA Moscow,65 - 66
MAR,Regular Season,2009,2,W,v gosteh,Union Olimpija,75 - 81
MAR,Regular Season,2009,3,L,doma,Lottomatica Roma,71 - 83
MAR,Regular Season,2009,4,L,doma,Caja Laboral,86 - 103
MAR,Regular Season,2009,5,L,v gosteh,Maccabi Electra,75 - 67
MAR,Regular Season,2009,6,L,v gosteh,CSKA Moscow,78 - 65
MAR,Regular Season,2009,7,W,doma,Union Olimpija,74 - 62
MAR,Regular Season,2009,8,W,v gosteh,Lottomatica Roma,74 - 87
MAR,Regular Season,2009,9,L,v gosteh,Caja Laboral,73 - 65
MAR,Regular Season,2009,10,W,doma,Maccabi Electra,83 - 75
MAR,Top 16,2009,1,L,v gosteh,Regal FC Barcelona,79 - 69
MAR,Top 16,2009,2,W,doma,Panathinaikos,80 - 78
MAR,Top 16,2009,3,W,doma,Partizan,57 - 49
MAR,Top 16,2009,4,L,v gosteh,Partizan,79 - 76
MAR,Top 16,2009,5,L,doma,Regal FC Barcelona,58 - 85
MAR,Top 16,2009,6,L,v gosteh,Panathinaikos,82 - 79
MES,Regular Season,2001,1,L,doma,KK Zadar,91 - 94
MES,Regular Season,2001,2,W,v gosteh,Real Madrid,87 - 93
MES,Regular Season,2001,3,L,doma,Skipper Bologna,94 - 100
MES,Regular Season,2001,4,L,v gosteh,CSKA Moscow,86 - 80
MES,Regular Season,2001,5,W,doma,Panathinaikos,82 - 81
MES,Regular Season,2001,6,L,v gosteh,KK Buducnost,77 - 72
MES,Regular Season,2001,7,W,v gosteh,KK Zadar,97 - 98
MES,Regular Season,2001,8,L,doma,Real Madrid,79 - 95
MES,Regular Season,2001,9,W,v gosteh,Skipper Bologna,73 - 88
MES,Regular Season,2001,10,W,doma,CSKA Moscow,107 - 93
MES,Regular Season,2001,11,L,v gosteh,Panathinaikos,98 - 92
MES,Regular Season,2001,12,W,doma,KK Buducnost,101 - 74
MES,Regular Season,2001,13,W,v gosteh,Pau-Orthez,74 - 84
MES,Regular Season,2003,1,L,v gosteh,Skipper Bologna,97 - 86
MES,Regular Season,2003,2,L,doma,Maccabi Elite,81 - 85
MES,Regular Season,2003,3,L,v gosteh,CSKA Moscow,89 - 35
MES,Regular Season,2003,4,W,doma,Montepaschi Siena,86 - 74
MES,Regular Season,2003,5,L,v gosteh,Unicaja,87 - 77
MES,Regular Season,2003,6,L,v gosteh,Zalgiris,98 - 75
MES,Regular Season,2003,7,L,doma,Panathinaikos,64 - 74
MES,Regular Season,2003,8,L,doma,Skipper Bologna,58 - 66
MES,Regular Season,2003,9,L,v gosteh,Maccabi Elite,98 - 58
MES,Regular Season,2003,10,L,doma,CSKA Moscow,62 - 89
MES,Regular Season,2003,11,L,v gosteh,Montepaschi Siena,82 - 55
MES,Regular Season,2003,12,W,doma,Unicaja,78 - 77
MES,Regular Season,2003,13,L,doma,Zalgiris,65 - 72
MES,Regular Season,2003,14,L,v gosteh,Panathinaikos,101 - 67
MIL,Regular Season,2005,1,L,doma,Efes Pilsen,66 - 71
MIL,Regular Season,2005,2,W,v gosteh,Lietuvos Rytas,59 - 65
MIL,Regular Season,2005,3,L,doma,Prokom Trefl Sopot,71 - 92
MIL,Regular Season,2005,4,L,v gosteh,Cibona VIP,67 - 60
MIL,Regular Season,2005,5,L,v gosteh,Maccabi Elite,96 - 95
MIL,Regular Season,2005,6,W,doma,Winterthur FC Barcelona,70 - 58
MIL,Regular Season,2005,7,L,v gosteh,Olympiacos,89 - 67
MIL,Regular Season,2005,8,L,v gosteh,Efes Pilsen,85 - 57
MIL,Regular Season,2005,9,L,doma,Lietuvos Rytas,95 - 101
MIL,Regular Season,2005,10,L,v gosteh,Prokom Trefl Sopot,73 - 60
MIL,Regular Season,2005,11,W,doma,Cibona VIP,84 - 64
MIL,Regular Season,2005,12,W,doma,Maccabi Elite,94 - 71
MIL,Regular Season,2005,13,W,v gosteh,Winterthur FC Barcelona,75 - 77
MIL,Regular Season,2005,14,L,doma,Olympiacos,75 - 84
MIL,Regular Season,2007,1,L,doma,Lietuvos Rytas,76 - 83
MIL,Regular Season,2007,2,L,v gosteh,Efes Pilsen,80 - 70
MIL,Regular Season,2007,3,L,doma,Unicaja,65 - 74
MIL,Regular Season,2007,4,L,v gosteh,Cibona,100 - 91
MIL,Regular Season,2007,5,W,v gosteh,Aris TT Bank,70 - 77
MIL,Regular Season,2007,6,L,doma,Maccabi Elite,81 - 82
MIL,Regular Season,2007,7,W,v gosteh,Le Mans,63 - 71
MIL,Regular Season,2007,8,L,v gosteh,Lietuvos Rytas,75 - 62
MIL,Regular Season,2007,9,L,doma,Efes Pilsen,73 - 76
MIL,Regular Season,2007,10,L,v gosteh,Unicaja,89 - 70
MIL,Regular Season,2007,11,L,doma,Cibona,63 - 72
MIL,Regular Season,2007,12,W,doma,Aris TT Bank,77 - 69
MIL,Regular Season,2007,13,L,v gosteh,Maccabi Elite,91 - 76
MIL,Regular Season,2007,14,L,doma,Le Mans,63 - 83
MIL,Regular Season,2008,1,L,v gosteh,CSKA Moscow,90 - 64
MIL,Regular Season,2008,2,L,doma,Efes Pilsen,71 - 81
MIL,Regular Season,2008,3,L,v gosteh,Partizan,81 - 76
MIL,Regular Season,2008,4,L,v gosteh,Real Madrid,70 - 69
MIL,Regular Season,2008,5,W,doma,Panionios On Telecoms,77 - 73
MIL,Regular Season,2008,6,W,doma,CSKA Moscow,80 - 79
MIL,Regular Season,2008,7,L,v gosteh,Efes Pilsen,74 - 67
MIL,Regular Season,2008,8,W,doma,Partizan,73 - 59
MIL,Regular Season,2008,9,W,doma,Real Madrid,70 - 61
MIL,Regular Season,2008,10,W,v gosteh,Panionios On Telecoms,77 - 87
MIL,Top 16,2008,1,W,doma,Olympiacos,76 - 74
MIL,Top 16,2008,2,W,v gosteh,Asseco Prokom,60 - 62
MIL,Top 16,2008,3,L,v gosteh,Tau Ceramica,108 - 90
MIL,Top 16,2008,4,L,doma,Tau Ceramica,74 - 107
MIL,Top 16,2008,5,L,v gosteh,Olympiacos,84 - 81
MIL,Top 16,2008,6,L,doma,Asseco Prokom,72 - 96
MIL,Regular Season,2009,1,L,doma,Panathinaikos,67 - 75
MIL,Regular Season,2009,2,W,v gosteh,EWE Baskets,70 - 79
MIL,Regular Season,2009,3,L,v gosteh,Asseco Prokom,88 - 83
MIL,Regular Season,2009,4,L,doma,BC Khimki,68 - 72
MIL,Regular Season,2009,5,L,v gosteh,Real Madrid,82 - 69
MIL,Regular Season,2009,6,L,v gosteh,Panathinaikos,80 - 68
MIL,Regular Season,2009,7,W,doma,EWE Baskets,79 - 51
MIL,Regular Season,2009,8,W,doma,Asseco Prokom,82 - 69
MIL,Regular Season,2009,9,L,v gosteh,BC Khimki,79 - 63
MIL,Regular Season,2009,10,L,doma,Real Madrid,66 - 75
MIL,Regular Season,2010,1,W,v gosteh,CSKA Moscow,73 - 88
MIL,Regular Season,2010,2,L,doma,Union Olimpija Ljubljana,72 - 76
MIL,Regular Season,2010,3,L,v gosteh,Efes Pilsen Istanbul,82 - 74
MIL,Regular Season,2010,4,W,v gosteh,Power Electronics Valencia,69 - 80
MIL,Regular Season,2010,5,L,doma,Panathinaikos Athens,71 - 81
MIL,Regular Season,2010,6,W,doma,CSKA Moscow,71 - 65
MIL,Regular Season,2010,7,L,v gosteh,Union Olimpija Ljubljana,82 - 75
MIL,Regular Season,2010,8,W,doma,Efes Pilsen Istanbul,84 - 70
MIL,Regular Season,2010,9,L,doma,Power Electronics Valencia,60 - 75
MIL,Regular Season,2010,10,L,v gosteh,Panathinaikos Athens,93 - 62
MIL,Regular Season,2011,1,W,doma,Maccabi Electra Tel Aviv,89 - 82
MIL,Regular Season,2011,2,L,v gosteh,Real Madrid,85 - 78
MIL,Regular Season,2011,3,L,doma,Anadolu Efes Istanbul,54 - 62
MIL,Regular Season,2011,4,W,v gosteh,Belgacom Spirou Charleroi,76 - 81
MIL,Regular Season,2011,5,L,doma,Partizan mt:s Belgrade,65 - 69
MIL,Regular Season,2011,6,L,v gosteh,Maccabi Electra Tel Aviv,85 - 76
MIL,Regular Season,2011,7,L,doma,Real Madrid,65 - 72
MIL,Regular Season,2011,8,L,v gosteh,Anadolu Efes Istanbul,84 - 70
MIL,Regular Season,2011,9,W,doma,Belgacom Spirou Charleroi,88 - 53
MIL,Regular Season,2011,10,W,v gosteh,Partizan mt:s Belgrade,66 - 72
MIL,Top 16,2011,1,L,doma,Panathinaikos Athens,57 - 78
MIL,Top 16,2011,2,L,v gosteh,Fenerbahce Ulker,65 - 63
MIL,Top 16,2011,3,L,v gosteh,Unics Kazan,59 - 44
MIL,Top 16,2011,4,W,doma,Unics Kazan,63 - 58
MIL,Top 16,2011,5,W,v gosteh,Panathinaikos Athens,58 - 67
MIL,Top 16,2011,6,W,doma,Fenerbahce Ulker,85 - 72
MIL,Regular Season,2012,1,W,doma,Anadolu Efes Istanbul,80 - 75
MIL,Regular Season,2012,2,W,v gosteh,Cedevita Zagreb,71 - 83
MIL,Regular Season,2012,3,L,doma,Laboral Kutxa Vitoria,85 - 95
MIL,Regular Season,2012,4,L,v gosteh,Zalgiris Kaunas,92 - 87
MIL,Regular Season,2012,5,L,doma,Olympiacos Piraeus,71 - 84
MIL,Regular Season,2012,6,L,v gosteh,Anadolu Efes Istanbul,77 - 71
MIL,Regular Season,2012,7,W,doma,Cedevita Zagreb,75 - 60
MIL,Regular Season,2012,8,L,v gosteh,Laboral Kutxa Vitoria,64 - 62
